time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-01-29 00:00:00+00:00,1,1,,
2022-01-30 00:00:00+00:00,2,2,1.0,1.0
2022-01-31 00:00:00+00:00,3,2,,
2022-02-03 00:00:00+00:00,1,1,,
