time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-01-10 00:00:00+00:00,2.0,1.0,6,5
2023-01-11 00:00:00+00:00,,,13,4
2023-01-12 00:00:00+00:00,1.0,1.0,4,2
2023-01-13 00:00:00+00:00,,,1,1
2023-01-14 00:00:00+00:00,,,5,5
2023-01-15 00:00:00+00:00,1.0,1.0,7,2
2023-01-16 00:00:00+00:00,1.0,1.0,2,2
2023-01-17 00:00:00+00:00,,,1,1
2023-01-18 00:00:00+00:00,,,4,4
2023-01-19 00:00:00+00:00,,,1,1
2023-01-20 00:00:00+00:00,,,5,4
2023-01-22 00:00:00+00:00,2.0,2.0,13,5
2023-01-23 00:00:00+00:00,,,1,1
