time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-07-04 00:00:00+00:00,2.0,2.0,10,3
2022-07-05 00:00:00+00:00,1.0,1.0,19,5
2022-07-06 00:00:00+00:00,1.0,1.0,13,3
2022-07-07 00:00:00+00:00,,,2,2
2022-07-08 00:00:00+00:00,1.0,1.0,6,3
2022-07-09 00:00:00+00:00,,,20,5
2022-07-10 00:00:00+00:00,,,4,4
2022-07-11 00:00:00+00:00,1.0,1.0,5,4
2022-07-12 00:00:00+00:00,,,3,1
2022-07-13 00:00:00+00:00,,,8,3
2022-07-14 00:00:00+00:00,,,3,2
2022-07-15 00:00:00+00:00,,,4,3
2022-07-16 00:00:00+00:00,,,8,6
