time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-05-26 00:00:00+00:00,3.0,3.0,11,3
2023-05-27 00:00:00+00:00,,,4,2
2023-05-28 00:00:00+00:00,,,2,2
2023-05-30 00:00:00+00:00,1.0,1.0,1,1
2023-05-31 00:00:00+00:00,,,2,2
2023-06-01 00:00:00+00:00,1.0,1.0,4,2
2023-06-02 00:00:00+00:00,,,2,1
2023-06-03 00:00:00+00:00,,,3,2
2023-06-04 00:00:00+00:00,,,2,2
2023-06-05 00:00:00+00:00,,,16,4
2023-06-06 00:00:00+00:00,,,4,2
2023-06-07 00:00:00+00:00,,,7,2
2023-06-08 00:00:00+00:00,1.0,1.0,5,2
