time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-04-06 00:00:00+00:00,,,4,3
2022-04-07 00:00:00+00:00,2.0,2.0,13,6
2022-04-08 00:00:00+00:00,,,2,2
2022-04-09 00:00:00+00:00,2.0,1.0,3,3
2022-04-10 00:00:00+00:00,3.0,2.0,6,5
2022-04-11 00:00:00+00:00,,,15,9
2022-04-12 00:00:00+00:00,,,18,6
2022-04-13 00:00:00+00:00,2.0,1.0,7,6
2022-04-14 00:00:00+00:00,,,17,8
2022-04-15 00:00:00+00:00,1.0,1.0,15,11
2022-04-16 00:00:00+00:00,,,10,7
2022-04-17 00:00:00+00:00,,,4,4
2022-04-18 00:00:00+00:00,,,13,8
2022-04-19 00:00:00+00:00,2.0,1.0,9,5
