time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-03-06 00:00:00+00:00,9,8,53,33
2023-03-07 00:00:00+00:00,5,4,40,21
2023-03-08 00:00:00+00:00,7,5,54,29
2023-03-09 00:00:00+00:00,11,10,39,24
2023-03-10 00:00:00+00:00,6,5,63,29
2023-03-11 00:00:00+00:00,4,4,35,15
2023-03-12 00:00:00+00:00,1,1,26,13
2023-03-13 00:00:00+00:00,9,8,68,25
2023-03-14 00:00:00+00:00,8,7,60,29
2023-03-15 00:00:00+00:00,4,3,49,25
2023-03-16 00:00:00+00:00,8,4,69,19
2023-03-17 00:00:00+00:00,8,7,46,29
2023-03-18 00:00:00+00:00,2,2,21,11
2023-03-19 00:00:00+00:00,9,6,40,24
