time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-04-25 00:00:00+00:00,5.0,4.0,49,26
2022-04-26 00:00:00+00:00,8.0,6.0,42,22
2022-04-27 00:00:00+00:00,15.0,10.0,19,10
2022-04-28 00:00:00+00:00,8.0,5.0,50,26
2022-04-29 00:00:00+00:00,4.0,3.0,24,16
2022-04-30 00:00:00+00:00,3.0,2.0,13,8
2022-05-01 00:00:00+00:00,6.0,6.0,13,11
2022-05-02 00:00:00+00:00,7.0,5.0,21,17
2022-05-03 00:00:00+00:00,4.0,2.0,33,18
2022-05-04 00:00:00+00:00,16.0,12.0,30,17
2022-05-05 00:00:00+00:00,21.0,15.0,33,20
2022-05-06 00:00:00+00:00,11.0,5.0,20,12
2022-05-07 00:00:00+00:00,3.0,2.0,19,12
2022-05-08 00:00:00+00:00,,,30,18
