url_path,views_total,views_unique
/tom-doerr/zsh_codex,207,136
/tom-doerr/zsh_codex/blob/main/create_completion.py,28,11
/tom-doerr/zsh_codex/issues,14,8
/tom-doerr/zsh_codex/issues/1,11,4
/tom-doerr/zsh_codex/issues/16,9,6
/tom-doerr/zsh_codex/compare/main...tzutalin:zsh_codex:main,9,1
/tom-doerr/zsh_codex/pull/27,8,3
/tom-doerr/zsh_codex/compare/main...andreicozma1:zsh_codex:sourcery/main,8,1
/tom-doerr/zsh_codex/blob/main/zsh_codex.plugin.zsh,7,4
/tom-doerr/zsh_codex/compare/main...huaxiabuluo:zsh_codex:main,6,1
