time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-10-05 00:00:00+00:00,4,2,28,16
2022-10-06 00:00:00+00:00,10,6,32,15
2022-10-07 00:00:00+00:00,7,6,27,15
2022-10-08 00:00:00+00:00,5,4,19,10
2022-10-09 00:00:00+00:00,2,2,5,4
2022-10-10 00:00:00+00:00,6,5,23,15
2022-10-11 00:00:00+00:00,2,2,19,8
2022-10-12 00:00:00+00:00,5,5,41,18
2022-10-13 00:00:00+00:00,3,3,28,19
2022-10-14 00:00:00+00:00,3,2,30,14
2022-10-15 00:00:00+00:00,8,6,15,9
2022-10-16 00:00:00+00:00,8,4,24,9
2022-10-17 00:00:00+00:00,7,7,35,20
2022-10-18 00:00:00+00:00,7,7,43,15
