time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-04-22 00:00:00+00:00,3,3,17,8
2023-04-23 00:00:00+00:00,7,6,23,9
2023-04-24 00:00:00+00:00,5,4,28,19
2023-04-25 00:00:00+00:00,3,3,42,20
2023-04-26 00:00:00+00:00,8,7,39,18
2023-04-27 00:00:00+00:00,1,1,15,11
2023-04-28 00:00:00+00:00,2,2,15,12
2023-04-29 00:00:00+00:00,3,3,18,10
2023-04-30 00:00:00+00:00,3,2,21,13
2023-05-01 00:00:00+00:00,8,3,10,9
2023-05-02 00:00:00+00:00,9,8,35,23
2023-05-03 00:00:00+00:00,4,4,28,20
2023-05-04 00:00:00+00:00,8,8,35,20
2023-05-05 00:00:00+00:00,8,7,48,22
