time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-03-27 00:00:00+00:00,8,7,60,32
2023-03-28 00:00:00+00:00,9,6,43,24
2023-03-29 00:00:00+00:00,13,4,55,39
2023-03-30 00:00:00+00:00,14,11,94,42
2023-03-31 00:00:00+00:00,13,12,119,67
2023-04-01 00:00:00+00:00,5,4,61,30
2023-04-02 00:00:00+00:00,4,4,37,20
2023-04-03 00:00:00+00:00,9,8,82,42
2023-04-04 00:00:00+00:00,12,11,90,30
2023-04-05 00:00:00+00:00,14,10,65,44
2023-04-06 00:00:00+00:00,8,8,64,29
2023-04-07 00:00:00+00:00,5,5,31,24
2023-04-08 00:00:00+00:00,2,2,21,14
2023-04-09 00:00:00+00:00,3,3,23,14
