time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-03-06 00:00:00+00:00,2.0,2.0,16,8
2022-03-07 00:00:00+00:00,2.0,1.0,25,5
2022-03-08 00:00:00+00:00,,,15,10
2022-03-09 00:00:00+00:00,3.0,2.0,47,35
2022-03-10 00:00:00+00:00,1.0,1.0,18,17
2022-03-11 00:00:00+00:00,2.0,2.0,17,13
2022-03-12 00:00:00+00:00,2.0,2.0,17,9
2022-03-13 00:00:00+00:00,1.0,1.0,24,8
2022-03-14 00:00:00+00:00,1.0,1.0,16,10
2022-03-15 00:00:00+00:00,1.0,1.0,17,8
2022-03-16 00:00:00+00:00,2.0,1.0,18,12
2022-03-17 00:00:00+00:00,3.0,3.0,16,9
2022-03-18 00:00:00+00:00,1.0,1.0,23,11
2022-03-19 00:00:00+00:00,1.0,1.0,10,5
