time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-11-03 00:00:00+00:00,5.0,2.0,34,19
2022-11-04 00:00:00+00:00,4.0,3.0,44,30
2022-11-05 00:00:00+00:00,,,60,13
2022-11-06 00:00:00+00:00,3.0,2.0,27,13
2022-11-07 00:00:00+00:00,8.0,8.0,43,20
2022-11-08 00:00:00+00:00,17.0,13.0,30,19
2022-11-09 00:00:00+00:00,17.0,10.0,27,19
2022-11-10 00:00:00+00:00,10.0,6.0,23,14
2022-11-11 00:00:00+00:00,13.0,8.0,35,23
2022-11-12 00:00:00+00:00,2.0,2.0,7,4
2022-11-13 00:00:00+00:00,4.0,4.0,26,12
2022-11-14 00:00:00+00:00,14.0,8.0,31,18
2022-11-15 00:00:00+00:00,16.0,5.0,32,27
2022-11-16 00:00:00+00:00,13.0,6.0,34,15
