time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-11-09 00:00:00+00:00,17,10,27,19
2022-11-10 00:00:00+00:00,10,6,23,14
2022-11-11 00:00:00+00:00,13,8,35,23
2022-11-12 00:00:00+00:00,2,2,7,4
2022-11-13 00:00:00+00:00,4,4,26,12
2022-11-14 00:00:00+00:00,14,8,31,18
2022-11-15 00:00:00+00:00,16,5,32,27
2022-11-16 00:00:00+00:00,14,7,40,17
2022-11-17 00:00:00+00:00,11,6,42,25
2022-11-18 00:00:00+00:00,12,6,49,21
2022-11-19 00:00:00+00:00,2,2,21,10
2022-11-20 00:00:00+00:00,1,1,14,10
2022-11-21 00:00:00+00:00,8,6,15,10
2022-11-22 00:00:00+00:00,8,3,22,14
