time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-12-25 00:00:00+00:00,8,7,33,12
2022-12-26 00:00:00+00:00,12,7,38,16
2022-12-27 00:00:00+00:00,15,7,45,18
2022-12-28 00:00:00+00:00,18,8,30,16
2022-12-29 00:00:00+00:00,37,12,32,18
2022-12-30 00:00:00+00:00,10,4,38,18
2022-12-31 00:00:00+00:00,12,7,34,11
2023-01-01 00:00:00+00:00,5,5,18,10
2023-01-02 00:00:00+00:00,10,4,23,10
2023-01-03 00:00:00+00:00,18,9,27,20
2023-01-04 00:00:00+00:00,18,11,22,18
2023-01-05 00:00:00+00:00,12,6,49,13
2023-01-06 00:00:00+00:00,7,2,32,17
2023-01-07 00:00:00+00:00,8,7,41,16
