time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-08-12 00:00:00+00:00,5,3,18,12
2022-08-13 00:00:00+00:00,17,11,30,14
2022-08-14 00:00:00+00:00,3,2,47,35
2022-08-15 00:00:00+00:00,6,3,16,11
2022-08-16 00:00:00+00:00,3,2,7,5
2022-08-17 00:00:00+00:00,12,9,20,8
2022-08-18 00:00:00+00:00,6,5,25,13
2022-08-19 00:00:00+00:00,1,1,31,14
2022-08-20 00:00:00+00:00,3,2,10,8
2022-08-21 00:00:00+00:00,2,2,11,7
2022-08-22 00:00:00+00:00,2,2,15,10
2022-08-23 00:00:00+00:00,6,5,31,6
2022-08-24 00:00:00+00:00,6,4,17,8
2022-08-25 00:00:00+00:00,7,6,32,13
