time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-10-21 00:00:00+00:00,3,3,45,19
2022-10-22 00:00:00+00:00,4,4,25,12
2022-10-23 00:00:00+00:00,2,1,8,7
2022-10-24 00:00:00+00:00,5,4,25,14
2022-10-25 00:00:00+00:00,6,5,24,12
2022-10-26 00:00:00+00:00,11,8,20,12
2022-10-27 00:00:00+00:00,1,1,26,10
2022-10-28 00:00:00+00:00,11,7,15,9
2022-10-29 00:00:00+00:00,4,3,15,5
2022-10-30 00:00:00+00:00,5,5,26,13
2022-10-31 00:00:00+00:00,10,7,13,9
2022-11-01 00:00:00+00:00,11,6,10,10
2022-11-02 00:00:00+00:00,10,7,25,15
2022-11-03 00:00:00+00:00,5,2,34,19
