time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-02-15 00:00:00+00:00,14,7,59,33
2023-02-16 00:00:00+00:00,19,9,64,32
2023-02-17 00:00:00+00:00,15,4,82,33
2023-02-18 00:00:00+00:00,4,3,33,21
2023-02-19 00:00:00+00:00,5,5,54,24
2023-02-20 00:00:00+00:00,18,10,60,35
2023-02-21 00:00:00+00:00,14,9,63,25
2023-02-22 00:00:00+00:00,16,6,57,21
2023-02-23 00:00:00+00:00,19,7,48,31
2023-02-24 00:00:00+00:00,22,6,51,30
2023-02-25 00:00:00+00:00,6,4,27,14
2023-02-26 00:00:00+00:00,6,6,23,19
2023-02-27 00:00:00+00:00,22,13,61,30
2023-02-28 00:00:00+00:00,11,5,32,15
