time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-05-03 00:00:00+00:00,4.0,2.0,33,18
2022-05-04 00:00:00+00:00,16.0,12.0,30,17
2022-05-05 00:00:00+00:00,21.0,15.0,33,20
2022-05-06 00:00:00+00:00,11.0,5.0,20,12
2022-05-07 00:00:00+00:00,3.0,2.0,19,12
2022-05-08 00:00:00+00:00,,,30,18
2022-05-09 00:00:00+00:00,4.0,3.0,39,20
2022-05-10 00:00:00+00:00,8.0,7.0,52,16
2022-05-11 00:00:00+00:00,9.0,8.0,30,14
2022-05-12 00:00:00+00:00,4.0,4.0,11,11
2022-05-13 00:00:00+00:00,3.0,3.0,20,15
2022-05-14 00:00:00+00:00,2.0,2.0,21,14
2022-05-15 00:00:00+00:00,5.0,3.0,14,6
2022-05-16 00:00:00+00:00,5.0,4.0,56,15
