url_path,views_total,views_unique
/tom-doerr/zsh_codex,289,158
/tom-doerr/zsh_codex/blob/main/create_completion.py,22,18
/tom-doerr/zsh_codex/issues,20,12
/tom-doerr/zsh_codex/issues/1,8,8
/tom-doerr/zsh_codex/blob/main/zsh_codex.plugin.zsh,4,4
/tom-doerr/zsh_codex/blob/main/README.md,3,3
/tom-doerr/zsh_codex/commit/456db1a053e432ea5108250180f57a6e9029839e,3,3
/tom-doerr/zsh_codex/issues/13,2,2
/tom-doerr/zsh_codex/search,2,2
/tom-doerr/zsh_codex/blob/456db1a053e432ea5108250180f57a6e9029839e/README.md,2,1
