time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-04-29 00:00:00+00:00,4.0,3.0,24,16
2022-04-30 00:00:00+00:00,3.0,2.0,13,8
2022-05-01 00:00:00+00:00,6.0,6.0,13,11
2022-05-02 00:00:00+00:00,7.0,5.0,21,17
2022-05-03 00:00:00+00:00,4.0,2.0,33,18
2022-05-04 00:00:00+00:00,16.0,12.0,30,17
2022-05-05 00:00:00+00:00,21.0,15.0,33,20
2022-05-06 00:00:00+00:00,11.0,5.0,20,12
2022-05-07 00:00:00+00:00,3.0,2.0,19,12
2022-05-08 00:00:00+00:00,,,30,18
2022-05-09 00:00:00+00:00,4.0,3.0,39,20
2022-05-10 00:00:00+00:00,8.0,7.0,52,16
2022-05-11 00:00:00+00:00,9.0,8.0,30,14
2022-05-12 00:00:00+00:00,1.0,1.0,11,11
