time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-01-01 00:00:00+00:00,5,5,18,10
2023-01-02 00:00:00+00:00,10,4,23,10
2023-01-03 00:00:00+00:00,18,9,27,20
2023-01-04 00:00:00+00:00,18,11,22,18
2023-01-05 00:00:00+00:00,12,6,49,13
2023-01-06 00:00:00+00:00,7,2,32,17
2023-01-07 00:00:00+00:00,8,7,46,18
2023-01-08 00:00:00+00:00,3,3,12,6
2023-01-09 00:00:00+00:00,14,7,24,15
2023-01-10 00:00:00+00:00,18,11,38,19
2023-01-11 00:00:00+00:00,14,8,29,22
2023-01-12 00:00:00+00:00,7,2,30,21
2023-01-13 00:00:00+00:00,15,8,37,21
2023-01-14 00:00:00+00:00,3,3,23,14
