url_path,views_total,views_unique
/tom-doerr/zsh_codex,269,155
/tom-doerr/zsh_codex/blob/main/create_completion.py,21,18
/tom-doerr/zsh_codex/issues,19,12
/tom-doerr/zsh_codex/blob/main/zsh_codex.plugin.zsh,8,6
/tom-doerr/zsh_codex/issues/1,7,7
/tom-doerr/zsh_codex/search,4,3
/tom-doerr/zsh_codex/blob/main/README.md,2,2
/tom-doerr/zsh_codex/blob/main/LICENSE,1,1
/tom-doerr/zsh_codex/commit/456db1a053e432ea5108250180f57a6e9029839e,1,1
/tom-doerr/zsh_codex/commit/ecef53f3b89f29535c79f1c2e8ec6878915a10b3,1,1
