url_path,views_total,views_unique
/tom-doerr/zsh_codex,213,143
/tom-doerr/zsh_codex/blob/main/create_completion.py,25,11
/tom-doerr/zsh_codex/issues,10,7
/tom-doerr/zsh_codex/blob/main/zsh_codex.plugin.zsh,10,5
/tom-doerr/zsh_codex/issues/1,10,3
/tom-doerr/zsh_codex/issues/16,9,6
/tom-doerr/zsh_codex/compare/main...tzutalin:zsh_codex:main,9,1
/tom-doerr/zsh_codex/compare/main...andreicozma1:zsh_codex:sourcery/main,8,1
/tom-doerr/zsh_codex/pull/27,7,3
/tom-doerr/zsh_codex/compare/main...huaxiabuluo:zsh_codex:main,6,1
