time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-12-20 00:00:00+00:00,19,10,67,26
2022-12-21 00:00:00+00:00,13,5,26,13
2022-12-22 00:00:00+00:00,17,10,57,26
2022-12-23 00:00:00+00:00,19,11,28,13
2022-12-24 00:00:00+00:00,8,7,27,20
2022-12-25 00:00:00+00:00,8,7,33,12
2022-12-26 00:00:00+00:00,12,7,38,16
2022-12-27 00:00:00+00:00,15,7,45,18
2022-12-28 00:00:00+00:00,18,8,30,16
2022-12-29 00:00:00+00:00,37,12,32,18
2022-12-30 00:00:00+00:00,10,4,38,18
2022-12-31 00:00:00+00:00,12,7,34,11
2023-01-01 00:00:00+00:00,5,5,18,10
2023-01-02 00:00:00+00:00,10,4,23,10
