time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-08-29 00:00:00+00:00,1.0,1.0,14,9
2022-08-30 00:00:00+00:00,2.0,1.0,8,6
2022-08-31 00:00:00+00:00,3.0,2.0,7,5
2022-09-01 00:00:00+00:00,2.0,2.0,10,9
2022-09-02 00:00:00+00:00,2.0,1.0,5,5
2022-09-03 00:00:00+00:00,2.0,2.0,7,5
2022-09-04 00:00:00+00:00,,,5,5
2022-09-05 00:00:00+00:00,2.0,2.0,13,7
2022-09-06 00:00:00+00:00,5.0,2.0,9,8
2022-09-07 00:00:00+00:00,8.0,5.0,17,13
2022-09-08 00:00:00+00:00,4.0,4.0,16,10
2022-09-09 00:00:00+00:00,2.0,2.0,14,9
2022-09-10 00:00:00+00:00,2.0,2.0,11,6
2022-09-11 00:00:00+00:00,2.0,2.0,24,5
