time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-10-15 00:00:00+00:00,8,6,15,9
2022-10-16 00:00:00+00:00,8,4,24,9
2022-10-17 00:00:00+00:00,7,7,35,20
2022-10-18 00:00:00+00:00,7,7,48,16
2022-10-19 00:00:00+00:00,3,3,70,51
2022-10-20 00:00:00+00:00,7,6,20,11
2022-10-21 00:00:00+00:00,3,3,45,19
2022-10-22 00:00:00+00:00,4,4,25,12
2022-10-23 00:00:00+00:00,2,1,8,7
2022-10-24 00:00:00+00:00,5,4,25,14
2022-10-25 00:00:00+00:00,6,5,24,12
2022-10-26 00:00:00+00:00,11,8,20,12
2022-10-27 00:00:00+00:00,1,1,26,10
2022-10-28 00:00:00+00:00,11,7,15,9
