time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-11-15 00:00:00+00:00,16,5,32,27
2022-11-16 00:00:00+00:00,14,7,40,17
2022-11-17 00:00:00+00:00,11,6,42,25
2022-11-18 00:00:00+00:00,12,6,49,21
2022-11-19 00:00:00+00:00,2,2,21,10
2022-11-20 00:00:00+00:00,1,1,14,10
2022-11-21 00:00:00+00:00,8,6,15,10
2022-11-22 00:00:00+00:00,8,3,24,16
2022-11-23 00:00:00+00:00,10,5,32,13
2022-11-24 00:00:00+00:00,8,3,15,13
2022-11-25 00:00:00+00:00,14,9,31,15
2022-11-26 00:00:00+00:00,1,1,8,6
2022-11-27 00:00:00+00:00,5,3,19,10
2022-11-28 00:00:00+00:00,13,6,33,17
