time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-04-12 00:00:00+00:00,7,5,47,20
2023-04-13 00:00:00+00:00,2,2,25,20
2023-04-14 00:00:00+00:00,4,2,61,25
2023-04-15 00:00:00+00:00,7,6,43,19
2023-04-16 00:00:00+00:00,6,5,34,17
2023-04-17 00:00:00+00:00,6,5,26,16
2023-04-18 00:00:00+00:00,6,5,43,20
2023-04-19 00:00:00+00:00,7,7,27,18
2023-04-20 00:00:00+00:00,6,6,64,30
2023-04-21 00:00:00+00:00,3,3,33,16
2023-04-22 00:00:00+00:00,3,3,17,8
2023-04-23 00:00:00+00:00,7,6,23,9
2023-04-24 00:00:00+00:00,5,4,28,19
2023-04-25 00:00:00+00:00,3,3,42,20
