url_path,views_total,views_unique
/tom-doerr/codex-readme,305,271
/tom-doerr/codex-readme/blob/main/codex_readme.py,17,12
/tom-doerr/codex-readme/issues/1,10,9
/tom-doerr/codex-readme/blob/main/requirements.txt,5,4
/tom-doerr/codex-readme/blob/main/LICENSE,2,2
/tom-doerr/codex-readme/blob/main/README.md,2,2
/tom-doerr/codex-readme/blob/main/setup.py,2,2
/tom-doerr/codex-readme/issues,2,2
/tom-doerr/codex-readme/actions,1,1
/tom-doerr/codex-readme/commit/4528cab2b7bbcd2c8c2dc714516255defa66c859,1,1
