time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-12-20 00:00:00+00:00,1.0,1.0,23,12
2022-12-21 00:00:00+00:00,,,23,11
2022-12-22 00:00:00+00:00,,,15,7
2022-12-23 00:00:00+00:00,,,6,6
2022-12-24 00:00:00+00:00,,,10,8
2022-12-25 00:00:00+00:00,1.0,1.0,4,4
2022-12-26 00:00:00+00:00,,,10,8
2022-12-27 00:00:00+00:00,2.0,1.0,13,11
2022-12-28 00:00:00+00:00,6.0,1.0,5,5
2022-12-29 00:00:00+00:00,25.0,4.0,7,7
2022-12-30 00:00:00+00:00,2.0,1.0,7,6
2022-12-31 00:00:00+00:00,1.0,1.0,2,2
2023-01-01 00:00:00+00:00,1.0,1.0,8,6
2023-01-02 00:00:00+00:00,,,11,8
