time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-10-06 00:00:00+00:00,1.0,1.0,3,3
2022-10-07 00:00:00+00:00,,,7,5
2022-10-08 00:00:00+00:00,1.0,1.0,5,5
2022-10-09 00:00:00+00:00,,,2,2
2022-10-10 00:00:00+00:00,,,17,9
2022-10-11 00:00:00+00:00,,,6,4
2022-10-12 00:00:00+00:00,,,14,6
2022-10-13 00:00:00+00:00,,,9,5
2022-10-14 00:00:00+00:00,,,6,5
2022-10-15 00:00:00+00:00,1.0,1.0,7,6
2022-10-16 00:00:00+00:00,,,3,3
2022-10-17 00:00:00+00:00,1.0,1.0,9,3
2022-10-18 00:00:00+00:00,,,8,7
2022-10-19 00:00:00+00:00,1.0,1.0,4,3
