time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-02-28 00:00:00+00:00,2.0,1.0,2,2
2022-03-01 00:00:00+00:00,,,12,9
2022-03-02 00:00:00+00:00,1.0,1.0,6,5
2022-03-03 00:00:00+00:00,,,5,5
2022-03-04 00:00:00+00:00,2.0,1.0,8,4
2022-03-05 00:00:00+00:00,,,11,6
2022-03-06 00:00:00+00:00,,,4,4
2022-03-07 00:00:00+00:00,,,5,5
2022-03-08 00:00:00+00:00,1.0,1.0,10,7
2022-03-09 00:00:00+00:00,8.0,1.0,8,7
2022-03-10 00:00:00+00:00,,,6,6
2022-03-11 00:00:00+00:00,,,2,2
2022-03-12 00:00:00+00:00,,,2,2
2022-03-13 00:00:00+00:00,,,4,2
