time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-03-21 00:00:00+00:00,4.0,3.0,135,56
2023-03-22 00:00:00+00:00,10.0,9.0,98,48
2023-03-23 00:00:00+00:00,5.0,3.0,73,34
2023-03-24 00:00:00+00:00,2.0,2.0,57,31
2023-03-25 00:00:00+00:00,3.0,3.0,40,27
2023-03-26 00:00:00+00:00,1.0,1.0,31,19
2023-03-27 00:00:00+00:00,3.0,3.0,87,45
2023-03-28 00:00:00+00:00,1.0,1.0,33,26
2023-03-29 00:00:00+00:00,4.0,4.0,52,27
2023-03-30 00:00:00+00:00,2.0,2.0,34,30
2023-03-31 00:00:00+00:00,4.0,4.0,44,20
2023-04-01 00:00:00+00:00,,,25,16
2023-04-02 00:00:00+00:00,1.0,1.0,23,17
2023-04-03 00:00:00+00:00,5.0,5.0,49,30
