url_path,views_total,views_unique
/tom-doerr/codex-readme,150,124
/tom-doerr/codex-readme/blob/main/codex_readme.py,28,24
/tom-doerr/codex-readme/blob/main/setup.py,5,4
/tom-doerr/codex-readme/blob/main/README.md,5,3
/tom-doerr/codex-readme/blob/main/requirements.txt,4,4
/tom-doerr/codex-readme/issues/1,4,3
/tom-doerr/codex-readme/issues,2,2
/tom-doerr/codex-readme/blob/main/.gitignore,1,1
/tom-doerr/codex-readme/commit/4528cab2b7bbcd2c8c2dc714516255defa66c859,1,1
/tom-doerr/codex-readme/find/main,1,1
