url_path,views_total,views_unique
/tom-doerr/codex-readme,295,264
/tom-doerr/codex-readme/blob/main/codex_readme.py,19,12
/tom-doerr/codex-readme/issues/1,12,11
/tom-doerr/codex-readme/blob/main/requirements.txt,6,5
/tom-doerr/codex-readme/blob/main/LICENSE,2,2
/tom-doerr/codex-readme/blob/main/setup.py,2,2
/tom-doerr/codex-readme/commit/4528cab2b7bbcd2c8c2dc714516255defa66c859,2,2
/tom-doerr/codex-readme/issues,2,2
/tom-doerr/codex-readme/actions,1,1
/tom-doerr/codex-readme/blob/main/README.md,1,1
