time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-12-10 00:00:00+00:00,,,16,15
2022-12-11 00:00:00+00:00,,,25,22
2022-12-12 00:00:00+00:00,,,28,25
2022-12-13 00:00:00+00:00,1.0,1.0,33,22
2022-12-14 00:00:00+00:00,1.0,1.0,30,22
2022-12-15 00:00:00+00:00,2.0,2.0,24,20
2022-12-16 00:00:00+00:00,2.0,2.0,32,18
2022-12-17 00:00:00+00:00,,,6,4
2022-12-18 00:00:00+00:00,,,18,12
2022-12-19 00:00:00+00:00,,,22,15
2022-12-20 00:00:00+00:00,1.0,1.0,23,12
2022-12-21 00:00:00+00:00,,,23,11
2022-12-22 00:00:00+00:00,,,15,7
2022-12-23 00:00:00+00:00,,,6,6
