url_path,views_total,views_unique
/tom-doerr/codex-readme,178,133
/tom-doerr/codex-readme/blob/main/codex_readme.py,37,26
/tom-doerr/codex-readme/blob/main/setup.py,14,12
/tom-doerr/codex-readme/blob/main/requirements.txt,10,9
/tom-doerr/codex-readme/issues,8,6
/tom-doerr/codex-readme/issues/1,7,6
/tom-doerr/codex-readme/blob/main/README.md,5,4
/tom-doerr/codex-readme/issues/2,3,2
/tom-doerr/codex-readme/blob/f849d662429a87aa651433cbc93ccfd16360829a/codex_readme.py,2,2
/tom-doerr/codex-readme/commits,2,2
