url_path,views_total,views_unique
/tom-doerr/codex-readme,356,242
/tom-doerr/codex-readme/blob/main/codex_readme.py,73,48
/tom-doerr/codex-readme/blob/main/README.md,20,12
/tom-doerr/codex-readme/blob/main/requirements.txt,19,13
/tom-doerr/codex-readme/blob/main/setup.py,15,11
/tom-doerr/codex-readme/issues,11,7
/tom-doerr/codex-readme/issues/1,8,8
/tom-doerr/codex-readme/issues/2,6,5
/tom-doerr/codex-readme/blob/f849d662429a87aa651433cbc93ccfd16360829a/codex_readme.py,3,3
/tom-doerr/codex-readme/blob/main/LICENSE,3,3
