time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-08-05 00:00:00+00:00,2.0,1.0,2,2
2022-08-06 00:00:00+00:00,,,1,1
2022-08-07 00:00:00+00:00,1.0,1.0,6,6
2022-08-08 00:00:00+00:00,1.0,1.0,8,6
2022-08-09 00:00:00+00:00,,,7,4
2022-08-10 00:00:00+00:00,1.0,1.0,2,2
2022-08-11 00:00:00+00:00,,,2,2
2022-08-12 00:00:00+00:00,2.0,1.0,9,5
2022-08-13 00:00:00+00:00,2.0,1.0,2,1
2022-08-14 00:00:00+00:00,,,7,6
2022-08-15 00:00:00+00:00,,,10,6
2022-08-16 00:00:00+00:00,2.0,2.0,7,5
2022-08-17 00:00:00+00:00,2.0,2.0,9,4
