url_path,views_total,views_unique
/tom-doerr/codex-readme,170,132
/tom-doerr/codex-readme/blob/main/codex_readme.py,30,22
/tom-doerr/codex-readme/blob/main/setup.py,10,8
/tom-doerr/codex-readme/blob/main/requirements.txt,8,7
/tom-doerr/codex-readme/issues/1,7,6
/tom-doerr/codex-readme/issues,6,5
/tom-doerr/codex-readme/blob/main/README.md,3,3
/tom-doerr/codex-readme/blob/f849d662429a87aa651433cbc93ccfd16360829a/codex_readme.py,2,2
/tom-doerr/codex-readme/commits,2,2
/tom-doerr/codex-readme/blob/main/.gitignore,1,1
