time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-05-24 00:00:00+00:00,2.0,1.0,35,13
2023-05-25 00:00:00+00:00,2.0,2.0,49,17
2023-05-26 00:00:00+00:00,1.0,1.0,10,8
2023-05-27 00:00:00+00:00,1.0,1.0,20,7
2023-05-28 00:00:00+00:00,2.0,2.0,15,8
2023-05-29 00:00:00+00:00,1.0,1.0,15,10
2023-05-30 00:00:00+00:00,1.0,1.0,16,8
2023-05-31 00:00:00+00:00,,,11,9
2023-06-01 00:00:00+00:00,2.0,2.0,18,8
2023-06-02 00:00:00+00:00,1.0,1.0,13,11
2023-06-03 00:00:00+00:00,,,6,5
2023-06-04 00:00:00+00:00,1.0,1.0,7,4
2023-06-05 00:00:00+00:00,,,33,12
2023-06-06 00:00:00+00:00,,,10,9
