url_path,views_total,views_unique
/tom-doerr/codex-readme,176,132
/tom-doerr/codex-readme/blob/main/codex_readme.py,31,20
/tom-doerr/codex-readme/issues/1,10,8
/tom-doerr/codex-readme/issues,9,6
/tom-doerr/codex-readme/blob/main/setup.py,8,6
/tom-doerr/codex-readme/blob/main/requirements.txt,7,6
/tom-doerr/codex-readme/blob/main/README.md,3,3
/tom-doerr/codex-readme/blob/f849d662429a87aa651433cbc93ccfd16360829a/codex_readme.py,2,2
/tom-doerr/codex-readme/issues/5,2,2
/tom-doerr/codex-readme/blob/main/.gitignore,1,1
