time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-03-29 00:00:00+00:00,,,11,6
2022-03-30 00:00:00+00:00,1.0,1.0,13,9
2022-03-31 00:00:00+00:00,,,9,7
2022-04-01 00:00:00+00:00,1.0,1.0,3,2
2022-04-02 00:00:00+00:00,,,3,3
2022-04-03 00:00:00+00:00,,,4,3
2022-04-04 00:00:00+00:00,,,4,4
2022-04-05 00:00:00+00:00,,,2,2
2022-04-06 00:00:00+00:00,,,7,6
2022-04-07 00:00:00+00:00,,,8,6
2022-04-08 00:00:00+00:00,,,5,2
2022-04-09 00:00:00+00:00,,,8,3
2022-04-10 00:00:00+00:00,1.0,1.0,8,5
2022-04-11 00:00:00+00:00,,,4,1
