time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-02-16 00:00:00+00:00,,,3,3
2022-02-17 00:00:00+00:00,2.0,1.0,8,6
2022-02-18 00:00:00+00:00,2.0,1.0,5,4
2022-02-19 00:00:00+00:00,,,7,5
2022-02-20 00:00:00+00:00,,,12,8
2022-02-21 00:00:00+00:00,5.0,3.0,5,3
2022-02-22 00:00:00+00:00,,,1,1
2022-02-23 00:00:00+00:00,,,10,6
2022-02-24 00:00:00+00:00,,,11,7
2022-02-25 00:00:00+00:00,,,6,3
2022-02-26 00:00:00+00:00,1.0,1.0,3,3
2022-02-27 00:00:00+00:00,1.0,1.0,8,4
2022-02-28 00:00:00+00:00,2.0,1.0,2,2
2022-03-01 00:00:00+00:00,,,12,9
