url_path,views_total,views_unique
/tom-doerr/codex-readme,311,210
/tom-doerr/codex-readme/blob/main/codex_readme.py,66,42
/tom-doerr/codex-readme/blob/main/README.md,16,8
/tom-doerr/codex-readme/blob/main/requirements.txt,13,9
/tom-doerr/codex-readme/blob/main/setup.py,12,9
/tom-doerr/codex-readme/issues,7,5
/tom-doerr/codex-readme/issues/1,4,4
/tom-doerr/codex-readme/issues/2,4,4
/tom-doerr/codex-readme/issues/5,4,3
/tom-doerr/codex-readme/blob/f849d662429a87aa651433cbc93ccfd16360829a/codex_readme.py,3,3
