url_path,views_total,views_unique
/tom-doerr/codex-readme,328,289
/tom-doerr/codex-readme/blob/main/codex_readme.py,21,15
/tom-doerr/codex-readme/issues/1,10,9
/tom-doerr/codex-readme/blob/main/requirements.txt,6,5
/tom-doerr/codex-readme/blob/main/README.md,4,4
/tom-doerr/codex-readme/blob/main/setup.py,3,3
/tom-doerr/codex-readme/blob/4528cab2b7bbcd2c8c2dc714516255defa66c859/codex_readme.py,3,1
/tom-doerr/codex-readme/blob/main/LICENSE,2,2
/tom-doerr/codex-readme/issues,2,2
/tom-doerr/codex-readme/actions,1,1
