time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-03-30 00:00:00+00:00,2.0,2.0,34,30
2023-03-31 00:00:00+00:00,4.0,4.0,44,20
2023-04-01 00:00:00+00:00,,,25,16
2023-04-02 00:00:00+00:00,1.0,1.0,23,17
2023-04-03 00:00:00+00:00,5.0,5.0,49,30
2023-04-04 00:00:00+00:00,1.0,1.0,23,16
2023-04-05 00:00:00+00:00,,,18,11
2023-04-06 00:00:00+00:00,2.0,2.0,84,28
2023-04-07 00:00:00+00:00,1.0,1.0,22,12
2023-04-08 00:00:00+00:00,,,25,12
2023-04-09 00:00:00+00:00,1.0,1.0,17,14
2023-04-10 00:00:00+00:00,,,18,14
2023-04-11 00:00:00+00:00,2.0,2.0,31,16
2023-04-12 00:00:00+00:00,,,22,15
