time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-02-27 00:00:00+00:00,3.0,3.0,29,11
2023-02-28 00:00:00+00:00,1.0,1.0,9,8
2023-03-01 00:00:00+00:00,2.0,2.0,13,9
2023-03-02 00:00:00+00:00,4.0,2.0,9,7
2023-03-03 00:00:00+00:00,2.0,2.0,32,12
2023-03-04 00:00:00+00:00,2.0,2.0,29,8
2023-03-05 00:00:00+00:00,1.0,1.0,27,8
2023-03-06 00:00:00+00:00,1.0,1.0,10,7
2023-03-07 00:00:00+00:00,3.0,3.0,14,11
2023-03-08 00:00:00+00:00,2.0,2.0,16,9
2023-03-09 00:00:00+00:00,1.0,1.0,10,9
2023-03-10 00:00:00+00:00,,,5,4
2023-03-11 00:00:00+00:00,13.0,8.0,127,63
2023-03-12 00:00:00+00:00,1.0,1.0,38,21
