url_path,views_total,views_unique
/tom-doerr/codex-readme,272,180
/tom-doerr/codex-readme/blob/main/codex_readme.py,61,35
/tom-doerr/codex-readme/blob/main/README.md,15,7
/tom-doerr/codex-readme/blob/main/setup.py,11,8
/tom-doerr/codex-readme/issues,10,6
/tom-doerr/codex-readme/blob/main/requirements.txt,8,5
/tom-doerr/codex-readme/issues/1,6,5
/tom-doerr/codex-readme/issues/5,5,4
/tom-doerr/codex-readme/issues/2,4,4
/tom-doerr/codex-readme/blob/f849d662429a87aa651433cbc93ccfd16360829a/codex_readme.py,3,3
