time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-02-08 00:00:00+00:00,1.0,1.0,18,9
2023-02-09 00:00:00+00:00,,,15,8
2023-02-10 00:00:00+00:00,,,10,9
2023-02-11 00:00:00+00:00,2.0,2.0,11,6
2023-02-12 00:00:00+00:00,4.0,1.0,16,8
2023-02-13 00:00:00+00:00,3.0,3.0,11,10
2023-02-14 00:00:00+00:00,,,20,14
2023-02-15 00:00:00+00:00,4.0,3.0,38,22
2023-02-16 00:00:00+00:00,,,22,10
2023-02-17 00:00:00+00:00,3.0,2.0,9,8
2023-02-18 00:00:00+00:00,,,16,9
2023-02-19 00:00:00+00:00,1.0,1.0,10,7
2023-02-20 00:00:00+00:00,2.0,2.0,22,10
2023-02-21 00:00:00+00:00,,,10,8
