url_path,views_total,views_unique
/tom-doerr/codex-readme,179,141
/tom-doerr/codex-readme/blob/main/codex_readme.py,30,24
/tom-doerr/codex-readme/blob/main/requirements.txt,9,9
/tom-doerr/codex-readme/blob/main/README.md,8,7
/tom-doerr/codex-readme/blob/main/setup.py,7,7
/tom-doerr/codex-readme/issues/1,7,6
/tom-doerr/codex-readme/blob/main/LICENSE,3,3
/tom-doerr/codex-readme/pulls,3,2
/tom-doerr/codex-readme/issues,2,1
/tom-doerr/codex-readme/blob/4528cab2b7bbcd2c8c2dc714516255defa66c859/codex_readme.py,1,1
