time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-12-25 00:00:00+00:00,1.0,1.0,4,4
2022-12-26 00:00:00+00:00,,,10,8
2022-12-27 00:00:00+00:00,2.0,1.0,13,11
2022-12-28 00:00:00+00:00,6.0,1.0,5,5
2022-12-29 00:00:00+00:00,25.0,4.0,7,7
2022-12-30 00:00:00+00:00,2.0,1.0,7,6
2022-12-31 00:00:00+00:00,1.0,1.0,2,2
2023-01-01 00:00:00+00:00,1.0,1.0,8,6
2023-01-02 00:00:00+00:00,,,11,8
2023-01-03 00:00:00+00:00,7.0,4.0,10,9
2023-01-04 00:00:00+00:00,2.0,2.0,11,7
2023-01-05 00:00:00+00:00,,,14,11
2023-01-06 00:00:00+00:00,4.0,2.0,4,4
2023-01-07 00:00:00+00:00,,,27,8
