time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-09-22 00:00:00+00:00,,,8,4
2022-09-23 00:00:00+00:00,2.0,1.0,12,8
2022-09-24 00:00:00+00:00,,,7,3
2022-09-25 00:00:00+00:00,,,11,7
2022-09-26 00:00:00+00:00,1.0,1.0,20,4
2022-09-27 00:00:00+00:00,1.0,1.0,3,2
2022-09-28 00:00:00+00:00,5.0,2.0,12,4
2022-09-29 00:00:00+00:00,,,15,4
2022-09-30 00:00:00+00:00,5.0,3.0,16,9
2022-10-01 00:00:00+00:00,,,7,3
2022-10-02 00:00:00+00:00,,,11,6
2022-10-03 00:00:00+00:00,,,5,5
2022-10-04 00:00:00+00:00,,,15,9
2022-10-05 00:00:00+00:00,,,5,3
