time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-04-11 00:00:00+00:00,,,3,2
2022-04-12 00:00:00+00:00,1.0,1.0,6,5
2022-04-13 00:00:00+00:00,,,9,2
2022-04-14 00:00:00+00:00,,,9,5
2022-04-15 00:00:00+00:00,1.0,1.0,3,3
2022-04-16 00:00:00+00:00,2.0,2.0,8,7
2022-04-17 00:00:00+00:00,12.0,1.0,3,3
2022-04-18 00:00:00+00:00,2.0,1.0,11,5
2022-04-19 00:00:00+00:00,3.0,2.0,8,7
2022-04-20 00:00:00+00:00,1.0,1.0,6,3
2022-04-21 00:00:00+00:00,,,2,2
2022-04-22 00:00:00+00:00,,,4,4
2022-04-24 00:00:00+00:00,,,4,2
