time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-06-11 00:00:00+00:00,3.0,1.0,2,2
2022-06-12 00:00:00+00:00,,,1,1
2022-06-13 00:00:00+00:00,4.0,3.0,3,3
2022-06-14 00:00:00+00:00,2.0,1.0,1,1
2022-06-15 00:00:00+00:00,4.0,3.0,3,1
2022-06-16 00:00:00+00:00,4.0,3.0,8,3
2022-06-17 00:00:00+00:00,1.0,1.0,5,5
2022-06-19 00:00:00+00:00,3.0,2.0,2,2
2022-06-20 00:00:00+00:00,,,2,2
2022-06-21 00:00:00+00:00,2.0,1.0,19,9
2022-06-22 00:00:00+00:00,3.0,3.0,25,10
2022-06-23 00:00:00+00:00,,,17,14
2022-06-24 00:00:00+00:00,1.0,1.0,9,2
