time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-01-21 00:00:00+00:00,17,1,16,8
2023-01-22 00:00:00+00:00,4,1,7,6
2023-01-23 00:00:00+00:00,3,3,16,12
2023-01-24 00:00:00+00:00,3,3,44,15
2023-01-25 00:00:00+00:00,2,2,54,12
2023-01-26 00:00:00+00:00,2,2,34,20
2023-01-27 00:00:00+00:00,10,5,49,19
2023-01-28 00:00:00+00:00,3,2,5,4
2023-01-29 00:00:00+00:00,6,3,14,10
2023-01-30 00:00:00+00:00,2,2,18,12
2023-01-31 00:00:00+00:00,2,2,24,15
2023-02-01 00:00:00+00:00,4,3,10,6
2023-02-02 00:00:00+00:00,7,6,19,12
2023-02-03 00:00:00+00:00,5,2,17,11
