time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-01-09 00:00:00+00:00,3.0,3.0,18,11
2023-01-10 00:00:00+00:00,8.0,6.0,12,10
2023-01-11 00:00:00+00:00,3.0,3.0,30,18
2023-01-12 00:00:00+00:00,4.0,3.0,20,9
2023-01-13 00:00:00+00:00,3.0,2.0,22,7
2023-01-14 00:00:00+00:00,2.0,2.0,26,10
2023-01-15 00:00:00+00:00,1.0,1.0,17,8
2023-01-16 00:00:00+00:00,6.0,5.0,23,12
2023-01-17 00:00:00+00:00,2.0,2.0,13,6
2023-01-18 00:00:00+00:00,1.0,1.0,5,4
2023-01-19 00:00:00+00:00,3.0,3.0,9,6
2023-01-20 00:00:00+00:00,5.0,5.0,29,15
2023-01-21 00:00:00+00:00,17.0,1.0,16,8
2023-01-22 00:00:00+00:00,,,6,5
