time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-03-12 00:00:00+00:00,,,20,10
2023-03-13 00:00:00+00:00,2.0,1.0,27,17
2023-03-14 00:00:00+00:00,2.0,2.0,29,18
2023-03-15 00:00:00+00:00,3.0,3.0,35,18
2023-03-16 00:00:00+00:00,2.0,2.0,23,17
2023-03-17 00:00:00+00:00,4.0,3.0,37,19
2023-03-18 00:00:00+00:00,2.0,1.0,7,7
2023-03-19 00:00:00+00:00,2.0,2.0,45,19
2023-03-20 00:00:00+00:00,4.0,3.0,13,10
2023-03-21 00:00:00+00:00,5.0,3.0,25,14
2023-03-22 00:00:00+00:00,9.0,8.0,36,19
2023-03-23 00:00:00+00:00,3.0,3.0,36,25
2023-03-24 00:00:00+00:00,2.0,2.0,36,12
2023-03-25 00:00:00+00:00,4.0,3.0,22,12
