time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-01-09 00:00:00+00:00,,,5,1
2022-01-10 00:00:00+00:00,,,11,4
2022-01-11 00:00:00+00:00,,,4,2
2022-01-12 00:00:00+00:00,,,1,1
2022-01-13 00:00:00+00:00,,,8,3
2022-01-14 00:00:00+00:00,,,14,6
2022-01-15 00:00:00+00:00,5.0,2.0,2,2
2022-01-16 00:00:00+00:00,1.0,1.0,9,7
2022-01-17 00:00:00+00:00,7.0,4.0,8,5
2022-01-18 00:00:00+00:00,5.0,4.0,20,7
2022-01-19 00:00:00+00:00,1.0,1.0,9,2
2022-01-20 00:00:00+00:00,1.0,1.0,4,3
2022-01-21 00:00:00+00:00,4.0,3.0,6,2
2022-01-22 00:00:00+00:00,1.0,1.0,9,4
