time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-06-25 00:00:00+00:00,,,12,3
2022-06-26 00:00:00+00:00,2.0,1.0,3,3
2022-06-27 00:00:00+00:00,1.0,1.0,5,5
2022-06-28 00:00:00+00:00,1.0,1.0,5,2
2022-06-29 00:00:00+00:00,,,12,3
2022-06-30 00:00:00+00:00,3.0,2.0,50,6
2022-07-01 00:00:00+00:00,,,5,4
2022-07-02 00:00:00+00:00,,,9,3
2022-07-03 00:00:00+00:00,,,3,2
2022-07-04 00:00:00+00:00,,,4,4
2022-07-05 00:00:00+00:00,,,7,6
2022-07-06 00:00:00+00:00,,,3,3
2022-07-07 00:00:00+00:00,,,7,4
2022-07-08 00:00:00+00:00,1.0,1.0,4,4
