time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-01-08 00:00:00+00:00,5,5,39,17
2023-01-09 00:00:00+00:00,3,3,18,11
2023-01-10 00:00:00+00:00,8,6,12,10
2023-01-11 00:00:00+00:00,3,3,30,18
2023-01-12 00:00:00+00:00,4,3,20,9
2023-01-13 00:00:00+00:00,3,2,22,7
2023-01-14 00:00:00+00:00,2,2,26,10
2023-01-15 00:00:00+00:00,1,1,17,8
2023-01-16 00:00:00+00:00,6,5,23,12
2023-01-17 00:00:00+00:00,2,2,13,6
2023-01-18 00:00:00+00:00,1,1,5,4
2023-01-19 00:00:00+00:00,3,3,9,6
2023-01-20 00:00:00+00:00,5,5,29,15
2023-01-21 00:00:00+00:00,17,1,16,8
