time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-05-10 00:00:00+00:00,1.0,1.0,10,9
2023-05-11 00:00:00+00:00,,,3,3
2023-05-12 00:00:00+00:00,3.0,3.0,25,6
2023-05-13 00:00:00+00:00,,,10,3
2023-05-14 00:00:00+00:00,,,2,2
2023-05-15 00:00:00+00:00,,,7,7
2023-05-16 00:00:00+00:00,3.0,2.0,19,9
2023-05-17 00:00:00+00:00,,,2,2
2023-05-18 00:00:00+00:00,1.0,1.0,2,2
2023-05-19 00:00:00+00:00,,,6,6
2023-05-20 00:00:00+00:00,2.0,1.0,4,4
2023-05-21 00:00:00+00:00,2.0,1.0,10,10
2023-05-22 00:00:00+00:00,2.0,2.0,16,5
2023-05-23 00:00:00+00:00,2.0,2.0,4,4
