time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-12-25 00:00:00+00:00,,,2,2
2022-12-26 00:00:00+00:00,1.0,1.0,4,3
2022-12-27 00:00:00+00:00,,,6,6
2022-12-28 00:00:00+00:00,1.0,1.0,22,5
2022-12-29 00:00:00+00:00,5.0,3.0,12,6
2022-12-30 00:00:00+00:00,2.0,1.0,8,5
2022-12-31 00:00:00+00:00,,,14,3
2023-01-01 00:00:00+00:00,3.0,3.0,17,8
2023-01-02 00:00:00+00:00,,,15,6
2023-01-03 00:00:00+00:00,6.0,4.0,14,7
2023-01-04 00:00:00+00:00,10.0,6.0,34,10
2023-01-05 00:00:00+00:00,3.0,3.0,15,8
2023-01-06 00:00:00+00:00,4.0,1.0,8,7
2023-01-07 00:00:00+00:00,3.0,3.0,102,56
